file_key,target,hemisphere,neuron,firing_rate,burst_index,cv,burst_durations,spike_power
neuron_024,GPi,L,HFD,78.45320008462369,2.418256064891003,0.4244604316546763,"(0.0, 0.0, 0.108, 0.1313333333333332)","(-11.973930427536457, -14.790977652144138, -14.318438247741543, -11.978052509944316)"
neuron_025,GPi,L,HFD,103.64072864072865,2.277789512471431,0.45893719806763283,"(0.10200000000000001, 0.0, 0.13599999999999995, 0.12399999999999999)","(-14.771722100487763, -13.940827598729747, -13.145831084325328, -12.568453756251966)"
neuron_026,GPi,L,BOR,95.24645736623505,2.6091277262753887,0.4594594594594595,"(0.0, 0.16000000000000003, 0.14399999999999968, 0.16200000000000017)","(-12.19949505363788, -13.787237596017734, -13.638349271851485, -13.935745097229992)"
neuron_027,GPi,L,BOR,53.38168325181313,2.6004814273102244,0.5098039215686274,"(0.0, 0.0, 0.12199999999999997, 0.12275000000000011)","(-14.205997975987996, -13.990779710022224, -13.14028725470428, -12.964727060128311)"
neuron_028,STN,R,SNr,117.92452830188681,3.6547705778557047,0.39436619718309857,"(0.34825000000000006, 0.27, 0.16866666666666652, 0.11399999999999999)","(-8.438056743730156, -12.717725138869358, -16.328640053033688, -18.088537255456817)"
neuron_029,GPi,L,BOR,72.67295963639431,4.99269614959285,0.4672897196261682,"(0.27075000000000005, 0.2580000000000002, 0.1545833333333333, 0.15182608695652156)","(-9.980883307631686, -13.100832573144084, -15.448666658034488, -15.913040123407573)"
neuron_030,GPi,L,BOR,67.5887909178614,3.3649972710081455,0.5402298850574713,"(0.15699999999999958, 0.1180000000000001, 0.1570909090909092, 0.13828571428571432)","(-13.185522227749818, -13.731458723405158, -12.707965555515186, -13.88930344904746)"
neuron_031,STN,R,SNr,87.27557708748932,2.524506578381161,0.44166666666666665,"(0.0, 0.0, 0.12400000000000011, 0.13599999999999968)","(-14.461661223759963, -14.04622394481797, -12.792784852903097, -11.683104276486475)"
neuron_032,GPi,L,HFD,118.84020021552378,2.389689707500843,0.4235294117647059,"(0.124, 0.17000000000000004, 0.15450000000000003, 0.14400000000000004)","(-13.641068549614472, -13.147301593023252, -13.820047131160955, -12.028384066622914)"
neuron_033,GPi,R,BOR,86.52524381613945,2.9926031085853895,0.5185185185185185,"(0.13999999999999968, 0.0, 0.14563636363636356, 0.14799999999999994)","(-12.423070916119583, -13.383654198652808, -12.710416937688686, -12.629606657339327)"
neuron_034,GPi,L,HFD,104.26814818715607,2.4160115761596566,0.40594059405940597,"(0.14933333333333323, 0.10200000000000031, 0.12093333333333334, 0.1475384615384617)","(-14.076799740392506, -15.643224318459731, -6.456009710264858, -14.059160002368401)"
neuron_035,GPi,L,BOR,89.3891574447685,4.425046175991217,0.48936170212765956,"(0.28525, 0.35839999999999994, 0.1775384615384616, 0.16800000000000012)","(-9.986004629005592, -13.400756306643654, -14.723918195679973, -15.101082667128065)"
neuron_036,GPi,R,BOR,63.70848577275925,3.6247595195279927,0.5205479452054794,"(0.20711111111111144, 0.14733333333333312, 0.1477142857142859, 0.14199999999999965)","(-11.725867566212525, -15.1550754254498, -13.848751387977266, -12.970671562125213)"
neuron_037,GPi,R,BOR,58.32037325038881,3.379192601039612,0.58656330749354,"(0.0, 0.0, 0.1645000000000002, 0.16079999999999997)","(-15.627110151607159, -15.76037795614697, -14.538723228606411, -11.97578244370031)"
neuron_038,GPi,R,BOR,65.71239748865993,4.018073758456542,0.5909090909090909,"(0.19533333333333344, 0.10300000000000015, 0.12933333333333324, 0.166)","(-13.369251150664788, -13.130922791270299, -13.589656143175477, -12.870240576010241)"
neuron_039,GPi,R,BOR,82.489726085795,2.979040787360405,0.5603448275862069,"(0.0, 0.13900000000000023, 0.13425000000000004, 0.13854545454545455)","(-13.53111502944076, -15.207170071482478, -13.5070097885571, -12.172277257912468)"
neuron_040,GPi,R,BOR,33.41508154082661,4.986616731834887,0.665158371040724,"(0.26218181818181835, 0.25100000000000044, 0.14670588235294119, 0.17600000000000018)","(-10.903173643300255, -11.480753558506503, -13.806709853045625, -14.346286973077127)"
neuron_041,GPi,R,BOR,76.52351358872092,2.87918396722923,0.4846153846153846,"(0.15599999999999997, 0.0, 0.13833333333333334, 0.20127272727272724)","(-12.267682042338137, -15.065091625267126, -13.269802204235372, -10.343618023861508)"
neuron_042,GPi,L,BOR,47.48625929518268,4.940028666814431,0.5513196480938416,"(0.2250000000000001, 0.11400000000000077, 0.1733333333333332, 0.15399999999999983)","(-10.935658997773238, -13.240942420050978, -13.282738080197742, -13.551035271478893)"
neuron_043,GPi,L,BOR,30.143981842683882,5.246651463095446,0.5926680244399185,"(0.2545714285714285, 0.2524000000000002, 0.18907692307692317, 0.15833333333333333)","(-12.29587376120923, -13.124497938319, -13.090884661702418, -11.620276571125528)"
neuron_044,GPi,L,BOR,46.91672512029141,4.498413213167382,0.5777777777777777,"(0.0, 0.12466666666666686, 0.14375000000000016, 0.1873333333333334)","(-13.29394173874218, -11.642076291090738, -13.621308142363333, -11.723256327241657)"
neuron_045,GPi,L,BOR,66.19139221240435,2.497552544256352,0.5411764705882353,"(0.0, 0.0, 0.11599999999999988, 0.14400000000000013)","(-14.480582538289493, -16.172001185009183, -10.169427025412382, -15.120396492987753)"
neuron_046,GPi,L,HFD,60.48228733013904,2.075976684544533,0.4429347826086957,"(0.0, 0.0, 0.11399999999999966, 0.13166666666666652)","(-15.132871597281866, -16.341369745738433, -15.49319158190415, -11.750960412184543)"
