Filename ,FiringRate_Hz ,ISI_Mean_s ,CV_ISI ,BurstIndex 
neuron_182.smr,51.22950819672131,0.0194921760391198,1.3686040770739765,0.5158924205378973
neuron_196.smr,105.97578440307251,0.00941709717097171,0.5994963874719518,0.6728167281672817
neuron_141.smr,111.21455350627784,0.008983999999999999,0.6224817749468148,0.690566037735849
neuron_155.smr,110.36499244245113,0.00906136567834681,1.2131947094587403,0.7929020664869721
neuron_169.smr,29.459860939469973,0.033865392781316346,1.6513141185818394,0.2505307855626327
neuron_343.smr,55.98202211439026,0.017754448398576508,1.1752885220990335,0.5622775800711743
neuron_357.smr,63.06708711391409,0.015825079365079365,0.45636635987846597,0.20423280423280424
neuron_237.smr,76.76465081445423,0.012997506426735217,0.9021196916791187,0.5681233933161953
neuron_223.smr,102.91467147290625,0.009707780082987552,0.6119776890183481,0.6867219917012448
neuron_035.smr,11.700390344937468,0.08389075268817205,1.7408317326629381,0.021505376344086023
neuron_021.smr,32.400130490228065,0.030866788990825685,0.35739483609924877,0.02522935779816514
neuron_009.smr,7.750527035838438,0.12887012987012986,0.6005890901211044,0.0
neuron_008.smr,32.13994236477752,0.031033464788732392,0.4244893248835409,0.04225352112676056
neuron_020.smr,74.84024128045868,0.013305599999999997,0.4397784464856663,0.2925
neuron_034.smr,60.63077044480102,0.016494679695982627,0.6589416418109945,0.3127035830618892
neuron_222.smr,24.85650112303469,0.04016008064516128,0.24076138393410784,0.0
neuron_236.smr,55.54159011896234,0.017998405017921146,0.8845720641097755,0.38530465949820786
neuron_356.smr,54.66712222601855,0.018255725190839695,0.6403837272872139,0.2152671755725191
neuron_342.smr,21.545504304124993,0.046146759259259255,1.4189811739739784,0.4375
neuron_168.smr,21.69371685682147,0.04496157024793388,1.7541202941592522,0.3925619834710744
neuron_154.smr,113.76507261920275,0.008772045855379189,0.6098848754960717,0.6904761904761905
neuron_140.smr,85.98442714126807,0.011611787564766836,1.0208986852070034,0.6321243523316062
neuron_197.smr,67.91307126877598,0.014515437262357413,0.657226154663084,0.37072243346007605
neuron_183.smr,17.417518003684474,0.0571652733118971,1.3865598609284189,0.2379421221864952
neuron_195.smr,29.66422016592825,0.033511003236245944,2.259378993250134,0.5728155339805825
neuron_181.smr,45.974516700292526,0.021743609022556388,0.9643379564601547,0.26745435016111707
neuron_156.smr,110.77094350125243,0.009018008048289738,0.9813799434396768,0.7494969818913481
neuron_142.smr,65.65494397782773,0.015237371134020615,1.0659075503802107,0.47551546391752575
neuron_354.smr,70.81882562568751,0.014100385604113108,0.6499103533847276,0.40488431876606684
neuron_340.smr,111.04566558104081,0.00898578125,0.4054190758761728,0.6953125
neuron_220.smr,108.43522999532277,0.009196651982378854,0.3446880228402119,0.6440528634361233
neuron_234.smr,112.64276594133939,0.008877175090252706,1.1319211428480536,0.7545126353790613
neuron_208.smr,89.85598294259307,0.010993001060445385,1.059296336128165,0.6818663838812301
neuron_022.smr,29.136384469324955,0.03437468926553672,0.2963009522182698,0.0
neuron_036.smr,4.883371282225318,0.2044081632653061,0.7929128625291232,0.0
neuron_037.smr,29.811679251071247,0.033546999999999993,0.30233463627838464,0.0
neuron_023.smr,32.460988220294105,0.029992477396021695,1.4108199585269194,0.11934900542495479
neuron_209.smr,93.77376024330489,0.010647472924187726,0.5145740142570896,0.5397111913357401
neuron_235.smr,66.1537839694965,0.015108297655453616,0.6217697477784535,0.273190621814475
neuron_221.smr,141.35430890243669,0.007072906739278421,0.8886921863639192,0.865214431586113
neuron_341.smr,17.12458898453214,0.05838813056379822,1.1135354842652372,0.0712166172106825
neuron_355.smr,74.21875,0.013462650602409637,0.8123815345197674,0.5617469879518072
neuron_143.smr,25.394337788225734,0.03912578796561604,0.4207854668566903,0.08595988538681948
neuron_157.smr,89.7363056047592,0.011127425373134327,1.2733211234034318,0.7014925373134329
neuron_180.smr,23.128935515642464,0.04322067307692307,0.5137027642383819,0.0
neuron_194.smr,102.62100631337286,0.009736716417910447,0.5282012438636249,0.6343283582089553
neuron_190.smr,25.745147405181513,0.038765822784810125,1.151448816264305,0.12974683544303797
neuron_184.smr,35.947277326587674,0.02776519721577726,0.7061900460242945,0.08120649651972157
neuron_153.smr,77.15498433099289,0.01294845360824742,0.8777533501788826,0.5567010309278351
neuron_147.smr,24.83708348702816,0.040222999999999995,0.337757410625074,0.0
neuron_351.smr,21.804397779305948,0.045830501930501935,0.7893808679736759,0.011583011583011582
neuron_345.smr,72.05882352941177,0.013861192810457515,1.2708811048324282,0.5694444444444444
neuron_219.smr,62.10359408033826,0.01599621301775148,1.2713320599429767,0.47692307692307695
neuron_225.smr,40.36976713123464,0.024789702970297027,0.6834049988011047,0.03217821782178218
neuron_231.smr,41.46924270251285,0.024099332321699543,1.2097503978971864,0.3277693474962064
neuron_027.smr,21.573868253339334,0.04630156249999999,0.3111275737264518,0.0
neuron_033.smr,36.55030133692881,0.02736601671309192,1.0240504419758982,0.20334261838440112
neuron_032.smr,113.26649521819498,0.0088311653718091,0.6696187273051014,0.6903440621531631
neuron_026.smr,39.546733591908136,0.025279613526570047,0.2377732808401644,0.004830917874396135
neuron_230.smr,54.2982928350238,0.018414471744471743,1.5913528065769917,0.47297297297297297
neuron_224.smr,101.0,0.00983837330552659,0.5980867170511751,0.670490093847758
neuron_218.smr,77.88011433463593,0.012846051464063885,0.9719474745185169,0.5740905057675244
neuron_344.smr,85.83139343911112,0.011608999999999998,0.857785587740188,0.5616666666666666
neuron_350.smr,65.66721389344912,0.0152135959339263,0.5834344871533921,0.24523506988564167
neuron_146.smr,87.81898017254701,0.011380621761658029,0.5115428230476426,0.47772020725388603
neuron_152.smr,57.875,0.017160216216216214,2.4722708059481135,0.5416216216216216
neuron_185.smr,19.070661068810928,0.05239548872180451,1.2053310868559763,0.08270676691729323
neuron_191.smr,41.44507367276296,0.023877243589743587,1.8480734947586335,0.42628205128205127
neuron_187.smr,27.882736156351793,0.0357962441314554,0.9652625422189346,0.051643192488262914
neuron_193.smr,24.973536273290648,0.039817355371900814,1.0609506684401515,0.07024793388429752
neuron_178.smr,35.43760067500192,0.0282195652173913,0.6347647952703773,0.06956521739130435
neuron_144.smr,28.229578689950596,0.03544606413994168,1.2113109334137462,0.18950437317784258
neuron_150.smr,86.40172803456069,0.011538051044083526,0.5109015328215952,0.4779582366589327
neuron_346.smr,9.578402184270683,0.10349689119170984,1.5666703768039119,0.16062176165803108
neuron_352.smr,30.263964657977898,0.032953125,1.1693295241603276,0.3177083333333333
neuron_232.smr,110.16813022060398,0.009059975669099756,0.5417521662665504,0.6593673965936739
neuron_226.smr,43.69280439625855,0.02276647058823529,1.51700757161466,0.28403361344537814
neuron_018.smr,21.75478605293165,0.045919999999999996,0.8365917051116641,0.0049504950495049506
neuron_030.smr,30.330284894537474,0.032827592592592596,1.5240583115942508,0.32407407407407407
neuron_024.smr,62.393718115434645,0.015993734939759034,0.6542616069713445,0.28714859437751006
neuron_025.smr,54.72841122418735,0.018222033898305085,1.0145847510794983,0.3036723163841808
neuron_031.smr,71.44507951181788,0.013986417445482865,0.6527032294710581,0.40654205607476634
neuron_019.smr,41.90370346753147,0.02334236734693877,2.175175970798795,0.44625850340136053
neuron_227.smr,32.034506584816036,0.03108885802469135,1.411095170208664,0.1882716049382716
neuron_233.smr,110.69317804455075,0.00903405299313052,0.6879884296493703,0.7055937193326791
neuron_353.smr,70.40046933646224,0.014195639810426538,0.5702677017833501,0.2890995260663507
neuron_347.smr,81.13810543299513,0.012328735632183906,0.6710219983751718,0.5019157088122606
neuron_151.smr,80.72110856989102,0.012396662387676506,0.5498551994197927,0.4017971758664955
neuron_145.smr,44.851577265838486,0.022280548302872058,1.2690754653272132,0.41449086161879894
neuron_179.smr,36.973632228851585,0.027049999999999998,1.0675536514013255,0.23351648351648352
neuron_192.smr,13.769991373017454,0.07252073170731707,1.1309655722568857,0.036585365853658534
neuron_186.smr,32.85524736210274,0.030226086956521736,0.7389737779963808,0.0821256038647343
neuron_122.smr,100.01825836662802,0.009989032258064516,0.6340846936676484,0.6599462365591398
neuron_136.smr,61.740413905724964,0.016139002036659876,1.2242944584049915,0.5132382892057027
neuron_320.smr,67.18743078217982,0.014843742138364778,0.905401398338323,0.42924528301886794
neuron_334.smr,79.00037619226758,0.012653498190591075,0.4330722565207713,0.3425814234016888
neuron_308.smr,35.20080101378307,0.028455,1.0042916756613531,0.18471337579617833
neuron_297.smr,46.93041235866446,0.021319483471074378,1.0517210253156537,0.2396694214876033
neuron_283.smr,122.00097600780806,0.00819183908045977,0.6596221291997305,0.7651888341543513
neuron_254.smr,76.647370267598,0.0130487109375,1.0635571845301197,0.5533854166666666
neuron_240.smr,70.45492975416231,0.014170749354005167,0.5879183982772187,0.36175710594315247
neuron_268.smr,138.38482828435122,0.007212180200222468,0.3655124215587497,0.8698553948832035
neuron_095.smr,84.47058823529413,0.011821813110181312,0.5879911464173719,0.4602510460251046
neuron_081.smr,26.7887800892762,0.037313240997229914,1.1099427819700955,0.1329639889196676
neuron_056.smr,10.923354256238174,0.09062620689655172,1.5199729237719461,0.0
neuron_042.smr,14.563997797444719,0.06736386206896551,2.1264627751912304,0.0
neuron_043.smr,10.155624213296717,0.08968114285714285,1.070570560535365,0.0
neuron_057.smr,19.73252639820556,0.05065612903225807,2.139748837578015,0.04838709677419355
neuron_080.smr,17.935998791680085,0.05567866666666666,0.34879296886107536,0.03888888888888889
neuron_094.smr,79.84228371153921,0.012453705179282867,0.6960700830488051,0.5258964143426295
neuron_269.smr,10.76174375287032,0.0922385882352941,1.313867954436819,0.18823529411764706
neuron_241.smr,56.23536063322833,0.017798381294964027,0.9097772558855969,0.40827338129496404
neuron_255.smr,54.983615726791584,0.018092173076923075,1.1453358132535576,0.4326923076923077
neuron_282.smr,34.34304533480499,0.029053043478260866,1.2884908072942942,0.30144927536231886
neuron_296.smr,118.5311801780288,0.008438457142857143,0.7303085914276972,0.7746938775510204
neuron_309.smr,51.04483322215802,0.019579435797665367,0.9959398959890471,0.4182879377431907
neuron_335.smr,31.65089733661066,0.03138342245989304,0.7999395544995105,0.12299465240641712
neuron_321.smr,67.84152537989264,0.014705859030837001,0.734934664334062,0.37298091042584436
neuron_137.smr,88.00447450754199,0.011338469184890655,0.9365754930351896,0.6262425447316103
neuron_123.smr,104.20000000000002,0.009578405379442843,0.6257477259354357,0.6887608069164265
neuron_135.smr,105.67674399844357,0.009459658580413297,1.059815622615978,0.711141060197664
neuron_121.smr,19.017118602896996,0.05175864406779661,0.7012170328184095,0.05084745762711865
neuron_109.smr,18.30963850703012,0.05408989247311828,0.5448272287726442,0.0
neuron_337.smr,46.621269205777544,0.021373918495297805,0.48456510320684587,0.09404388714733543
neuron_323.smr,85.4522186475504,0.011684898446833928,0.8570639784240455,0.5591397849462365
neuron_280.smr,15.431449293660481,0.0650656862745098,1.472252507437574,0.26143790849673204
neuron_294.smr,22.020826163378707,0.04545711711711711,1.0559740711731151,0.23723723723723725
neuron_243.smr,92.59409672021962,0.010746572934973636,0.7165837945089635,0.5887521968365553
neuron_257.smr,58.90027010889325,0.01691641453831041,0.99384639488849,0.45972495088408644
neuron_082.smr,11.286342021308615,0.0875423076923077,1.120016046896813,0.11538461538461539
neuron_096.smr,35.053517141485685,0.02821714285714285,1.521596501198274,0.3218045112781955
neuron_041.smr,14.37047412653946,0.06867999999999999,0.9081373130565498,0.0
neuron_055.smr,14.124747199126835,0.07002879999999999,0.6728098457403616,0.0
neuron_069.smr,89.81350373992642,0.011124692082111436,0.8779106222192997,0.5982404692082112
neuron_068.smr,65.00086667822238,0.015365758354755782,0.685567313852846,0.32904884318766064
neuron_054.smr,14.377587965833852,0.06580561403508772,1.5311042602098908,0.16666666666666666
neuron_040.smr,11.906137788387582,0.08374420168067226,1.6212288522042164,0.058823529411764705
neuron_097.smr,53.3529411764706,0.018726092715231787,0.42473595307676343,0.06622516556291391
neuron_083.smr,102.37602376023762,0.00973369193154034,0.4196716549247484,0.5990220048899756
neuron_256.smr,75.74220599174951,0.01320604086845466,1.028388151891066,0.5389527458492975
neuron_242.smr,111.44381418299137,0.008967329545454544,0.4920756962251572,0.6960227272727273
neuron_295.smr,86.72527192618043,0.011508196147110333,0.5335178451325725,0.4798598949211909
neuron_281.smr,56.7649730116377,0.01759454356846473,0.2508286410897142,0.016597510373443983
neuron_322.smr,89.87685142953165,0.011123486631016042,0.6887696072099916,0.560427807486631
neuron_336.smr,41.47379386934772,0.024097767220902615,0.3738759265133369,0.014251781472684086
neuron_108.smr,50.035218734852165,0.019993787878787875,1.4144853245963966,0.6515151515151515
neuron_120.smr,33.24105123606021,0.02982470588235294,0.9255719643103268,0.1264705882352941
neuron_134.smr,98.40196803936078,0.01015295315682281,0.4962145713679339,0.6028513238289206
neuron_118.smr,82.88762757190418,0.012054725274725273,0.920444507433698,0.5480769230769231
neuron_130.smr,112.5208253235935,0.0088806157354618,0.46945902826494795,0.6955530216647663
neuron_124.smr,19.708591899594317,0.05024142857142856,0.7493409419962326,0.008928571428571428
neuron_332.smr,132.66814075711952,0.007528415758591784,0.8504855981114284,0.8122380553227159
neuron_326.smr,30.682143803288263,0.032414944812362026,1.6733176297580836,0.4083885209713024
neuron_285.smr,97.79699921339386,0.010217835051546388,0.49366106300792634,0.5907216494845361
neuron_291.smr,20.097322777927566,0.04913303482587065,0.7758378286191475,0.13432835820895522
neuron_246.smr,86.92169630805287,0.01149004555808656,0.8613415755572943,0.6104783599088838
neuron_252.smr,85.51123910668578,0.01169158244680851,0.44142827147918956,0.3603723404255319
neuron_087.smr,104.87888028182353,0.009519909604519775,0.5440045434323421,0.6519774011299435
neuron_093.smr,124.25917861132679,0.008047480916030534,0.31783332886516724,0.7977099236641222
neuron_078.smr,72.40000000000002,0.013813443983402491,0.3744119811441784,0.23098201936376211
neuron_044.smr,6.905229560520502,0.14352181818181817,0.9668082765630894,0.0
neuron_050.smr,37.769104872214534,0.02648668989547038,0.7011758045439795,0.07317073170731707
neuron_051.smr,8.098631807614622,0.12216474074074073,1.6721282669672168,0.0
neuron_045.smr,36.326878731402225,0.027514181818181816,0.48935731038238006,0.007272727272727273
neuron_079.smr,41.326212509024096,0.024039203980099504,0.5189756615393268,0.0845771144278607
neuron_092.smr,48.40038720309764,0.020657060041407865,0.8268692356878887,0.19461697722567287
neuron_086.smr,66.70138610688248,0.014993538692712242,1.8669868376159373,0.5972952667167544
neuron_253.smr,80.8490960649762,0.012341217391304346,0.4047841895262406,0.3167701863354037
neuron_247.smr,41.171439424151096,0.024290146750524107,0.4074770896432819,0.07547169811320754
neuron_290.smr,19.22740634719889,0.05112848484848485,0.804798582164018,0.09956709956709957
neuron_284.smr,24.54641517567151,0.04017871165644172,1.000948960511777,0.18404907975460122
neuron_327.smr,26.09271943679411,0.03793652671755725,1.1414570368231143,0.20610687022900764
neuron_333.smr,81.26666666666667,0.012152955665024629,0.5579874297613998,0.43103448275862066
neuron_125.smr,17.72151336168776,0.056026037735849056,0.5411166619929125,0.0031446540880503146
neuron_131.smr,46.47260455556283,0.021332974789915967,1.5060875341781754,0.5310924369747899
neuron_119.smr,63.81443199101028,0.01549333333333333,1.0506189577775527,0.4577397910731244
neuron_127.smr,79.1540897048914,0.012594455252918286,0.621315445639687,0.45233463035019456
neuron_133.smr,60.521393876172404,0.016314437689969603,1.1513814589022728,0.45288753799392095
neuron_319.smr,112.2569057351666,0.008899595660749503,0.5583803325352297,0.722879684418146
neuron_325.smr,19.98983298560732,0.04990533333333333,0.23767697115632394,0.0
neuron_331.smr,122.26923076923077,0.008179043423536815,0.6033334710755821,0.7577092511013216
neuron_292.smr,24.223127903597934,0.04100470103092783,1.1013253331783506,0.10721649484536082
neuron_286.smr,29.99247646353118,0.033064635922330096,0.6521178831440473,0.10194174757281553
neuron_279.smr,19.95845013562674,0.0498057980456026,0.7363681524741025,0.03908794788273615
neuron_251.smr,24.38392964146804,0.04105014925373134,1.752307565881343,0.09594882729211088
neuron_245.smr,19.481359880659642,0.050527017543859645,1.7445117365384877,0.21754385964912282
neuron_090.smr,54.71953593217471,0.018296901408450705,1.3520192563087323,0.397887323943662
neuron_084.smr,96.40000000000002,0.01014054054054054,0.46829882838348363,0.6340956340956341
neuron_053.smr,19.428992146596862,0.04948185430463576,1.2387926079589782,0.013245033112582781
neuron_047.smr,50.06640106241701,0.019332553191489358,2.2210526236829327,0.28191489361702127
neuron_046.smr,51.80333002766325,0.019265170239596466,0.5699622206667178,0.1841109709962169
neuron_052.smr,32.10202607560028,0.031038404558404557,1.9415094843229836,0.014245014245014245
neuron_085.smr,45.00142578774774,0.021820927152317877,0.8225644735266425,0.18211920529801323
neuron_091.smr,93.0024800661351,0.01069093525179856,0.541287758528518,0.5287769784172662
neuron_244.smr,43.190179061401196,0.022958726415094333,0.7896943872270953,0.19339622641509435
neuron_250.smr,38.97222266568125,0.025584661835748795,0.3216713338187189,0.0
neuron_278.smr,36.87025076634671,0.027100555555555555,0.3976960910079656,0.018518518518518517
neuron_287.smr,38.610498313554665,0.025870575221238933,0.9381814263968028,0.13274336283185842
neuron_293.smr,45.1433085759429,0.02211555555555555,0.6172799073451233,0.19047619047619047
neuron_330.smr,41.30302319197137,0.024112717391304342,1.341734988897153,0.3285024154589372
neuron_324.smr,64.04709368744616,0.015599450549450548,0.7975176060859985,0.40345368916797486
neuron_318.smr,24.71969486981231,0.040210625,1.0320443614482762,0.039473684210526314
neuron_132.smr,38.987154758484834,0.02553427065026362,0.8385137795451345,0.13708260105448156
neuron_126.smr,99.7148555134601,0.010016500956022942,0.5089875174034397,0.6051625239005736
neuron_103.smr,33.28643467074381,0.030032864157119473,1.4430280900724277,0.3016912165848336
neuron_117.smr,77.09083531977483,0.012974497528830313,0.5224521462576962,0.357495881383855
neuron_301.smr,22.577614246178815,0.044247982456140346,1.1558372307817568,0.14035087719298245
neuron_315.smr,20.329007634534026,0.04930290519877676,0.951830668003059,0.012232415902140673
neuron_329.smr,25.667051672441755,0.03857503267973856,0.7194706773670138,0.026143790849673203
neuron_275.smr,55.3225162641195,0.01807889492753623,0.9987687855411332,0.4057971014492754
neuron_261.smr,60.724250376517105,0.016371810154525383,0.8259730925250827,0.44370860927152317
neuron_249.smr,23.940949647693966,0.04171678496868476,0.5344029137072205,0.0
