time,signal
0.0,0.13671875
3.3333333333333335e-05,0.3491211
6.666666666666667e-05,0.29785156
0.0001,0.24902344
0.00013333333333333334,0.1953125
0.00016666666666666666,0.20996094
0.0002,0.1538086
0.00023333333333333333,0.11230469
0.0002666666666666667,0.119628906
0.0003,0.10986328
0.0003333333333333333,0.08300781
0.00036666666666666667,0.119628906
0.0004,0.100097656
0.0004333333333333333,0.078125
0.00046666666666666666,0.087890625
0.0005,0.107421875
0.0005333333333333334,0.119628906
0.0005666666666666667,0.05859375
0.0006,0.053710938
0.0006333333333333333,0.080566406
0.0006666666666666666,0.08544922
0.0007,0.04638672
0.0007333333333333333,0.07080078
0.0007666666666666667,0.009765625
0.0008,0.026855469
0.0008333333333333334,0.12451172
0.0008666666666666666,0.12451172
0.0009,0.11230469
0.0009333333333333333,0.107421875
0.0009666666666666667,0.09033203
0.001,0.087890625
0.0010333333333333334,0.080566406
0.0010666666666666667,0.09277344
0.0011,0.11230469
0.0011333333333333334,0.08300781
0.0011666666666666668,0.10253906
0.0012,0.15625
0.0012333333333333332,0.10986328
0.0012666666666666666,0.07080078
0.0013,0.095214844
0.0013333333333333333,0.095214844
0.0013666666666666666,0.05126953
0.0014,0.08544922
0.0014333333333333333,0.075683594
0.0014666666666666667,0.06591797
0.0015,0.07080078
0.0015333333333333334,0.06347656
0.0015666666666666667,0.08300781
0.0016,0.07324219
0.0016333333333333334,0.087890625
0.0016666666666666668,0.034179688
0.0017,0.11230469
0.0017333333333333333,0.12939453
0.0017666666666666666,0.11230469
0.0018,0.017089844
0.0018333333333333333,0.08544922
0.0018666666666666666,0.08544922
0.0019,0.095214844
0.0019333333333333333,0.16113281
0.0019666666666666665,0.13427734
0.002,0.053710938
0.002033333333333333,0.080566406
0.0020666666666666667,0.13916016
0.0021,0.12207031
0.0021333333333333334,0.08300781
0.0021666666666666666,0.12207031
0.0022,0.07080078
0.0022333333333333333,0.12695312
0.002266666666666667,0.14648438
0.0023,0.1586914
0.0023333333333333335,0.16113281
0.0023666666666666667,0.17089844
0.0024,0.18066406
0.0024333333333333334,0.14892578
0.0024666666666666665,0.1171875
0.0025,0.14648438
0.002533333333333333,0.14892578
0.0025666666666666667,0.13671875
0.0026,0.114746094
0.0026333333333333334,0.13427734
0.0026666666666666666,0.16845703
0.0027,0.1171875
0.0027333333333333333,0.08300781
0.002766666666666667,0.09765625
0.0028,0.1586914
0.0028333333333333335,0.14160156
0.0028666666666666667,0.16113281
0.0029,0.12939453
0.0029333333333333334,0.053710938
0.0029666666666666665,0.05859375
0.003,0.07080078
