time,signal
0.0,-0.01953125
3.3333333333333335e-05,-0.021972656
6.666666666666667e-05,-0.026855469
0.0001,-0.03173828
0.00013333333333333334,-0.034179688
0.00016666666666666666,-0.03173828
0.0002,-0.03173828
0.00023333333333333333,-0.029296875
0.0002666666666666667,-0.021972656
0.0003,-0.017089844
0.0003333333333333333,-0.0146484375
0.00036666666666666667,-0.012207031
0.0004,-0.021972656
0.0004333333333333333,-0.036621094
0.00046666666666666666,-0.0390625
0.0005,-0.03173828
0.0005333333333333334,-0.029296875
0.0005666666666666667,-0.03173828
0.0006,-0.029296875
0.0006333333333333333,-0.024414062
0.0006666666666666666,-0.0146484375
0.0007,0.0
0.0007333333333333333,-0.041503906
0.0007666666666666667,-0.15136719
0.0008,-0.068359375
0.0008333333333333334,0.061035156
0.0008666666666666666,0.11230469
0.0009,0.114746094
0.0009333333333333333,0.100097656
0.0009666666666666667,0.080566406
0.001,0.06591797
0.0010333333333333334,0.053710938
0.0010666666666666667,0.043945312
0.0011,0.034179688
0.0011333333333333334,0.03173828
0.0011666666666666668,0.0390625
0.0012,0.017089844
0.0012333333333333332,0.009765625
0.0012666666666666666,0.01953125
0.0013,0.024414062
0.0013333333333333333,0.024414062
0.0013666666666666666,0.017089844
0.0014,0.009765625
0.0014333333333333333,0.012207031
0.0014666666666666667,0.0146484375
0.0015,0.009765625
0.0015333333333333334,0.012207031
0.0015666666666666667,0.012207031
0.0016,0.009765625
0.0016333333333333334,0.009765625
0.0016666666666666668,0.017089844
0.0017,0.01953125
0.0017333333333333333,0.021972656
0.0017666666666666666,0.01953125
0.0018,0.01953125
0.0018333333333333333,0.01953125
0.0018666666666666666,0.017089844
0.0019,0.024414062
0.0019333333333333333,0.029296875
0.0019666666666666665,0.029296875
0.002,0.03173828
0.002033333333333333,0.026855469
0.0020666666666666667,0.01953125
0.0021,0.009765625
0.0021333333333333334,0.0073242188
0.0021666666666666666,0.0073242188
0.0022,0.0048828125
0.0022333333333333333,0.0024414062
0.002266666666666667,0.0073242188
0.0023,0.012207031
0.0023333333333333335,0.009765625
0.0023666666666666667,0.024414062
0.0024,0.021972656
0.0024333333333333334,0.01953125
0.0024666666666666665,0.017089844
0.0025,0.0073242188
0.002533333333333333,0.0048828125
0.0025666666666666667,0.0048828125
0.0026,0.0048828125
0.0026333333333333334,0.0073242188
0.0026666666666666666,0.017089844
0.0027,0.024414062
0.0027333333333333333,0.026855469
0.002766666666666667,0.024414062
0.0028,0.01953125
0.0028333333333333335,0.012207031
